Title,Price,Location,Bed,Bath,Area,Badges,Listing Time,Thumbnail
Centrally Located Flat In Gulshan-e-Iqbal - Block 1 Is Available For sale,56 Lakh,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",2.0,2.0,89 Sq. Yd.,['No badges'],Added: 3 months ago (Updated: 3 months ago),https://images.zameen.com/smap/400/300/24.920535/67.08312/image.jpeg?quality=80&imageformat=jpeg
Gulshan-E-Jamal 2574 Square Feet House Up For Sale,6.5 Crore,"Gulshan-e-Jamal, Gulshan-e-Iqbal Town",11.0,10.0,286 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 3 months ago),https://media.zameen.com/thumbnails/178209718-400x300.webp
4 Rooms New Flat For Sale In Gulshan-e-iqbal At Gohar Towers,1.28 Crore,"Gulshan-e-Iqbal Town, Karachi",2.0,2.0,178 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/174385842-400x300.webp
West Open Flat Available For Sale,95 Lakh,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",3.0,2.0,111 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/174091715-400x300.webp
3 Bedrooms Lower Portion For Sale In Gulshan-E-Iqbal Block 5,2.4 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/173791974-400x300.webp
1800 Square Feet Flat In Gulshan-E-Iqbal - Block 13 Best Option,2.85 Crore,"Gulshan-e-Iqbal - Block 13, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/173797972-400x300.webp
240 Sq Yards Portion For Sale 1st Floor West Open Block 13/c Gulshan E Iqbal,2.8 Crore,"Gulshan-e-Iqbal - Block 13/C, Gulshan-e-Iqbal",4.0,4.0,240 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://media.zameen.com/thumbnails/173016426-400x300.webp
Stunning 850 Square Feet Flat In Gulshan-E-Iqbal - Block 13/C Available,75 Lakh,"Gulshan-e-Iqbal - Block 13/C, Gulshan-e-Iqbal",2.0,2.0,94 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://media.zameen.com/thumbnails/172568451-400x300.webp
1900 Square Feet Flat In Gulshan-E-Iqbal - Block 11 For Sale,2 Crore,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",4.0,4.0,211 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://media.zameen.com/thumbnails/172074068-400x300.webp
Corner House In Block-10 Gulshan-Iqbal Karachi,3 Crore,"Gulshan-e-Iqbal Town, Karachi",4.0,5.0,160 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 5 months ago),https://media.zameen.com/thumbnails/178548619-400x300.webp
A Good Option For Sale Is The Penthouse Available In Bahadurabad In Karachi,2.5 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,222 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 5 months ago),https://media.zameen.com/thumbnails/177927938-400x300.webp
1800 Square Feet Upper Portion Ideally Situated In Gulshan-E-Iqbal - Block 13/D-2,2.3 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 6 months ago,https://media.zameen.com/thumbnails/177075677-400x300.webp
Upper Portion For Grabs In 1100 Square Feet Karachi,1.5 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,122 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/176594838-400x300.webp
Flat Sale Gulshan-e-Iqbal - Block 2,48 Lakh,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",2.0,2.0,70 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/176358707-400x300.webp
Flat For Sale Neat And Clean,1.5 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",3.0,3.0,178 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/176281937-400x300.webp
Flat For Sale 3 Bed,97.75 Lakh,"Gulshan-e-Iqbal Town, Karachi",3.0,3.0,122 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/176126955-400x300.webp
In Gulshan-E-Iqbal - Block 13/D-3 Upper Portion Sized 1080 Square Feet For Sale,85 Lakh,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",3.0,4.0,120 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/175679246-400x300.webp
Grey Structure 150 Sq. Yard House Is Available In Gulshan-e-iqbal - Block 10-a,2.35 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",6.0,7.0,150 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://media.zameen.com/thumbnails/172512771-400x300.webp
Grey Structure 150 Sq. Yard House Is Available In Gulshan-e-iqbal - Block 10-a,2.35 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",6.0,7.0,150 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://media.zameen.com/thumbnails/172512575-400x300.webp
Beautiful Apartment For Sale At Gulshan Block 4,73 Lakh,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",2.0,2.0,100 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/172038308-400x300.webp
Affordable Flat For Sale In Gulshan-E-Iqbal - Block 2,95 Lakh,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",2.0,3.0,120 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://media.zameen.com/thumbnails/171785935-400x300.webp
5400 Square Feet House In Stunning Gulshan-E-Iqbal - Block 6 Is Available For Sale,9.35 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",7.0,6.0,600 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 5 months ago),https://media.zameen.com/thumbnails/179208751-400x300.webp
2700 Square Feet Flat In Gulshan-E-Iqbal - Block 13/D-3 Is Best Option,2.4 Crore,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",4.0,5.0,300 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/176561149-400x300.webp
300 Yards Corner House For Sale At Prime Location,11 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",6.0,3.0,300 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/175621249-400x300.webp
Property for sale - Gulshan e Iqbal Block 11,95 Lakh,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",2.0,2.0,120 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://media.zameen.com/thumbnails/173191387-400x300.webp
A Good Option For Sale Is The House Available In Gulshan-E-Iqbal - Block 1 In Karachi,5.6 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",4.0,4.0,204 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 5 months ago),https://media.zameen.com/thumbnails/179209318-400x300.webp
Bungalow For Sale Delhi Mercantile Society,25 Crore,"Delhi Mercantile Society, Gulshan-e-Iqbal Town",,,500 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 5 months ago),https://media.zameen.com/thumbnails/177855548-400x300.webp
Star Paradise 1515 Square Feet Flat Situated In Gulshan-E-Iqbal - Block 10-A For Sale,2.15 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",3.0,3.0,168 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://media.zameen.com/thumbnails/177256559-400x300.webp
This Is Your Chance To Buy House In Gulshan-E-Jamal Karachi,6.5 Crore,"Gulshan-e-Jamal, Gulshan-e-Iqbal Town",11.0,10.0,286 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 5 months ago),https://images.zameen.com/smap/400/300/24.895312/67.117238/image.jpeg?quality=80&imageformat=jpeg
2nd floor flat for sale at bahadurabad,2 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,178 Sq. Yd.,['No badges'],Added: 6 months ago,https://images.zameen.com/smap/400/300/24.882174/67.067306/image.jpeg?quality=80&imageformat=jpeg
Want To Buy A Flat In Karachi?,2 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.882174/67.067306/image.jpeg?quality=80&imageformat=jpeg
This Is Your Chance To Buy Flat In Dhoraji Colony Karachi,1.15 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",3.0,3.0,167 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.88776/67.076926/image.jpeg?quality=80&imageformat=jpeg
"Ideal 1503 Square Feet Flat Available In Gulshan-E-Iqbal Town,",1.6 Crore,"Gulshan-e-Iqbal Town, Karachi",3.0,3.0,167 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.898465/67.0625/image.jpeg?quality=80&imageformat=jpeg
Surraiya Terrace Apartment For Sale,50 Lakh,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",2.0,2.0,80 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://images.zameen.com/smap/400/300/24.911726/67.098014/image.jpeg?quality=80&imageformat=jpeg
House For Sale Situated In Gulshan-E-Iqbal - Block 16,8.4 Crore,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",7.0,7.0,330 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 5 months ago),https://images.zameen.com/smap/400/300/24.903565/67.081525/image.jpeg?quality=80&imageformat=jpeg
Well-Constructed House Available For Sale In Kda Officers Society,40 Crore,"KDA Officers Society, Gulshan-e-Iqbal Town",6.0,7.0,"1,000 Sq. Yd.",['No badges'],Added: 5 months ago (Updated: 5 months ago),https://images.zameen.com/smap/400/300/24.899672/67.094536/image.jpeg?quality=80&imageformat=jpeg
Get In Touch Now To Buy A 13500 Square Feet House In Gulshan-E-Iqbal - Block 7 Karachi,30 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",11.0,10.0,"1,500 Sq. Yd.",['No badges'],Added: 5 months ago (Updated: 5 months ago),https://images.zameen.com/smap/400/300/24.92754/67.104406/image.jpeg?quality=80&imageformat=jpeg
Flat For Sale Gulshan-e-Iqbal - Block 6,66 Lakh,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",2.0,2.0,122 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 5 months ago),https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
1080 Square Feet Flat For Sale In Kokan Housing Society,75 Lakh,"Kokan Cooperative Housing Society, Gulshan-e-Iqbal Town",2.0,2.0,120 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 5 months ago),https://images.zameen.com/smap/400/300/24.87661121/67.07312643/image.jpeg?quality=80&imageformat=jpeg
1300 Square Feet Flat Is Available For Sale,1 Crore,"Gulshan-e-Iqbal Town, Karachi",3.0,3.0,144 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.898465/67.0625/image.jpeg?quality=80&imageformat=jpeg
Affordable House For Sale In Railway Society,3 Crore,"Railway Society, Gulshan-e-Iqbal - Block 13/A",,,120 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.90597872/67.07471455/image.jpeg?quality=80&imageformat=jpeg
Flat Of 1500 Square Feet Is Available For Sale,65 Lakh,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",3.0,2.0,167 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
Ideal Flat Is Available For Sale In Karachi,64 Lakh,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",3.0,2.0,167 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
House for Sale,6 Crore,"Gulshan-e-Iqbal Town, Karachi",3.0,4.0,400 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.898465/67.0625/image.jpeg?quality=80&imageformat=jpeg
Reserve A House Now In Gulshan-E-Iqbal Town,3.4 Crore,"Gulshan-e-Iqbal Town, Karachi",8.0,5.0,120 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.898465/67.0625/image.jpeg?quality=80&imageformat=jpeg
"1200 Square Feet Flat For Sale In Gulshan-E-Iqbal - Block 16 Karachi In Only Rs. 11,200,000",1.12 Crore,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",3.0,2.0,133 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.903565/67.081525/image.jpeg?quality=80&imageformat=jpeg
House For Sale,6 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,4.0,400 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.908308/67.07207/image.jpeg?quality=80&imageformat=jpeg
Flat For Sale,1 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",3.0,3.0,156 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
Brand New House Of 2160 Square Feet Now In Gulshan-e-iqbal - Block 3,7.1 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.9283/67.0929/image.jpeg?quality=80&imageformat=jpeg
Brand New House 2160 Square Feet House In Karachi,6.8 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.924/67.0872/image.jpeg?quality=80&imageformat=jpeg
Brand New 240 Yards Looking For A House In Gulshan-e-iqbal - Block 4,7 Crore,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.9346/67.0992/image.jpeg?quality=80&imageformat=jpeg
Brand New House Sized 240 Yards Is Available For Sale In Gulshan-e-iqbal - Block 7,6.9 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.9275/67.1044/image.jpeg?quality=80&imageformat=jpeg
2160 Square Feet House For Sale In Beautiful Gulshan-E-Iqbal,6.5 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 6 months ago (Updated: 6 months ago),https://images.zameen.com/smap/400/300/24.916643/67.096539/image.jpeg?quality=80&imageformat=jpeg
3600 Square Feet Spacious House Available In For Sale,7.3 Crore,"Gulshan-e-Iqbal Town, Karachi",4.0,4.0,400 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://images.zameen.com/smap/400/300/24.898465/67.0625/image.jpeg?quality=80&imageformat=jpeg
200 Yard Upper Portion For Sale,1.05 Crore,"Gulshan-e-Iqbal Town, Karachi",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://images.zameen.com/smap/400/300/24.898465/67.0625/image.jpeg?quality=80&imageformat=jpeg
Get In Touch Now To Buy A Flat In Karachi,47 Lakh,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",2.0,2.0,111 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
In Gulshan-E-Iqbal - Block 7 House Sized 4500 Square Feet For Sale,11 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",8.0,8.0,500 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://images.zameen.com/smap/400/300/24.92754/67.104406/image.jpeg?quality=80&imageformat=jpeg
For Sale House 400 yards G+1 Gulshan vip Block 6,7.25 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",4.0,4.0,400 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
For Sale House 400 yards 60 feet Road Gulshan Iqbal,7.26 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",5.0,5.0,400 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
Get In Touch Now To Buy A 750 Square Feet Flat In Gulshan-E-Iqbal - Block 7 Karachi,72 Lakh,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",2.0,2.0,83 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://media.zameen.com/thumbnails/171492177-400x300.webp
"2 Corner, Flat Side Property With Ground 3 Apvl",21.9 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",8.0,8.0,600 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://media.zameen.com/thumbnails/170599462-400x300.webp
3 Bed D/d Fully Renovated Flat For Sale,1.5 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,128 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://media.zameen.com/thumbnails/170509187-400x300.webp
Flat For Sale !,97 Lakh,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",2.0,2.0,122 Sq. Yd.,['No badges'],Added: 7 months ago (Updated: 7 months ago),https://media.zameen.com/thumbnails/170237664-400x300.webp
Ideally Located Flat For Sale In Gulshan-E-Iqbal - Block 7 Available,68 Lakh,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",3.0,2.0,93 Sq. Yd.,['No badges'],Added: 8 months ago (Updated: 8 months ago),https://media.zameen.com/thumbnails/169785089-400x300.webp
Flat Is Available For Sale In Gulshan-E-Iqbal,1.1 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",3.0,3.0,139 Sq. Yd.,['No badges'],Added: 8 months ago (Updated: 8 months ago),https://media.zameen.com/thumbnails/168485042-400x300.webp
Harmain Royal Residency Apartment For Sale,1.65 Crore,"Harmain Royal Residency, Gulshan-e-Iqbal Town",3.0,3.0,172 Sq. Yd.,['No badges'],Added: 8 months ago (Updated: 8 months ago),https://media.zameen.com/thumbnails/166881461-400x300.webp
New Renovated Flat For Sale Fully Tilled,1.4 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",3.0,3.0,133 Sq. Yd.,['No badges'],Added: 8 months ago (Updated: 8 months ago),https://media.zameen.com/thumbnails/166707465-400x300.webp
"630 Square Feet Flat Available For Sale In National Cement Employees Housing, Karachi",68 Lakh,"National Cement Employees Housing, Gulshan-e-Iqbal Town",2.0,2.0,70 Sq. Yd.,['No badges'],Added: 9 months ago (Updated: 9 months ago),https://media.zameen.com/thumbnails/166520265-400x300.webp
This Is Your Chance To Buy Flat In Gulshan-E-Iqbal - Block 1,1.7 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,160 Sq. Yd.,['No badges'],Added: 9 months ago (Updated: 9 months ago),https://media.zameen.com/thumbnails/166420470-400x300.webp
1440 Square Feet Spacious Flat Available In Gulshan-E-Iqbal - Block 1 For Sale,1.7 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,160 Sq. Yd.,['No badges'],Added: 9 months ago (Updated: 9 months ago),https://media.zameen.com/thumbnails/166421041-400x300.webp
1440 Square Feet Flat In Gulshan-E-Iqbal - Block 1 For Sale,1.7 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,160 Sq. Yd.,['No badges'],Added: 9 months ago (Updated: 9 months ago),https://media.zameen.com/thumbnails/166420178-400x300.webp
Best Investment Opportunity Corner House With 4 Shops,2.5 Crore,"Gulshan-e-Iqbal Town, Karachi",5.0,3.0,120 Sq. Yd.,['No badges'],Added: 9 months ago (Updated: 9 months ago),https://media.zameen.com/thumbnails/169156340-400x300.webp
Ground floor flat for sale in Gulshan-e-iqbal block 14.,95 Lakh,"Gulshan-e-Iqbal - Block 14, Gulshan-e-Iqbal",2.0,2.0,85 Sq. Yd.,['No badges'],Added: 8 months ago (Updated: 8 months ago),https://media.zameen.com/thumbnails/168567268-400x300.webp
Upper Portion For Sale,3.15 Crore,"Gulshan-e-Iqbal Town, Karachi",4.0,3.0,400 Sq. Yd.,['No badges'],Added: 8 months ago (Updated: 8 months ago),https://media.zameen.com/thumbnails/167570811-400x300.webp
Beautiful Ground Plus One Dream House In Block 13-d 3 Gulshan E Iqbal Karachi,3.5 Crore,"Gulshan-e-Iqbal Town, Karachi",6.0,6.0,120 Sq. Yd.,['No badges'],Added: 8 months ago (Updated: 8 months ago),https://media.zameen.com/thumbnails/166659762-400x300.webp
120 Yard Corner Ground +2 House,1.8 Crore,"Etawa Society, Gulshan-e-Iqbal Town",2.0,3.0,120 Sq. Yd.,['No badges'],Added: 8 months ago (Updated: 8 months ago),https://media.zameen.com/thumbnails/166573022-400x300.webp
Your Search For Flat In Karachi Ends Here,45 Lakh,"Gulshan-e-Iqbal - Block 4A, Gulshan-e-Iqbal",2.0,2.0,114 Sq. Yd.,['No badges'],Added: 9 months ago (Updated: 4 months ago),https://media.zameen.com/thumbnails/165523210-400x300.webp
2 Bed Dd 2nd Floor Flat,1.1 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",2.0,2.0,84 Sq. Yd.,['No badges'],Added: 9 months ago (Updated: 9 months ago),https://media.zameen.com/thumbnails/165494342-400x300.webp
Gulshan-E-Iqbal - Block 11 House Sized 1080 Square Feet Is Available,3.5 Crore,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",3.0,3.0,120 Sq. Yd.,['No badges'],Added: 9 months ago (Updated: 9 months ago),https://media.zameen.com/thumbnails/165925942-400x300.webp
120 Yard Corner House,1.8 Crore,"Etawa Society, Gulshan-e-Iqbal Town",2.0,3.0,120 Sq. Yd.,['No badges'],Added: 8 months ago (Updated: 8 months ago),https://media.zameen.com/thumbnails/166579385-400x300.webp
2 Bed Dd Flat For Sale,1.25 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",2.0,2.0,122 Sq. Yd.,['No badges'],Added: 9 months ago (Updated: 9 months ago),https://media.zameen.com/thumbnails/166399355-400x300.webp
Flat In RJ TOWER BLOCK 13D/2 Gulshan-E-Iqbal Town KARACHI,65.14 Lakh,"Gulshan-e-Iqbal Town, Karachi",3.0,2.0,94 Sq. Yd.,['No badges'],Added: 5 months ago (Updated: 2 weeks ago),https://images.zameen.com/smap/400/300/24.8985/67.0625/image.jpeg?quality=80&imageformat=jpeg
